CH1035501234500000000000000000859;1-1:1.29.0*255;KWH;11.08.2025;0.081;0.056;0.06;0.062;0.055;0.062;0.058;0.06;0.076;0.075;0.086;0.078;0.064;0.058;0.052;0.063;0.056;0.056;0.057;0.056;0.074;0.079;0.076;0.081;0.055;0.048;0.063;0.03;0.001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.127;0.019;0;0;0.007;0.024;0.069;0.118;0.096;0.111;0.12;0.083;0.084;0.074;0.086;0.071;0.054;0.067;0.081;0.083;0.081;0.077
CH1035501234500000000000000000859;1-1:1.29.0*255;KWH;12.08.2025;0.079;0.062;0.057;0.06;0.049;0.061;0.055;0.051;0.063;0.08;0.08;0.079;0.065;0.06;0.055;0.049;0.062;0.054;0.05;0.059;0.076;0.08;0.074;0.059;0.057;0.094;0.024;0.027;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.039;0.001;0.019;0.048;0.067;0.084;0.333;0.148;0.006;0.157;0.184;0.101;0.056;0.122;0.099;0.104;0.102;0.111;0.109;0.095;0.077;0.06;0.053;0.062;0.056;0.062;0.054;0.08
CH1035501234500000000000000000859;1-1:1.29.0*255;KWH;13.08.2025;0.086;0.077;0.078;0.073;0.054;0.061;0.054;0.048;0.061;0.053;0.055;0.073;0.079;0.084;0.072;0.051;0.061;0.053;0.053;0.056;0.053;0.06;0.051;0.079;0.085;0.123;0.031;0.005;0.013;0.001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.027;0;0.044;0.032;0.181;0.209;0.089;0.124;0.141;0.062;0.09;0.071;0.06;0.051;0.052;0.064;0.075;0.081;0.07
CH1035501234500000000000000000859;1-1:1.29.0*255;KWH;14.08.2025;0.07;0.085;0.06;0.056;0.052;0.055;0.058;0.059;0.052;0.072;0.08;0.074;0.084;0.063;0.05;0.06;0.052;0.056;0.047;0.056;0.086;0.076;0.073;0.059;0.054;0.105;0.03;0;0.01;0.018;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.024;0.008;0.036;0.027;0.121;0;0.025;0.04;0.066;0.116;0.132;0.131;0.121;0.098;0.102;0.084;0.072;0.071;0.06;0.073;0.078;0.079
CH1035501234500000000000000000859;1-1:1.29.0*255;KWH;15.08.2025;0.085;0.078;0.064;0.057;0.049;0.058;0.053;0.048;0.063;0.055;0.073;0.078;0.075;0.078;0.045;0.055;0.06;0.044;0.051;0.06;0.052;0.062;0.077;0.074;0.061;0.052;0.014;0.024;0.022;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.01;0;0;0.017;0.453;0.052;0.091;0.079;0.076;0.078;0.055;0.068;0.06;0.042;0.078;0.061;0.066;0.08;0.079;0.079
CH1035501234500000000000000000859;1-1:1.29.0*255;KWH;16.08.2025;0.069;0.068;0.06;0.052;0.045;0.06;0.05;0.059;0.048;0.077;0.086;0.067;0.069;0.061;0.053;0.044;0.056;0.053;0.048;0.05;0.071;0.077;0.063;0.073;0.049;0.041;0.043;0.046;0.01;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.293;0.047;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.002;0.012;0.001;0;0;0;0;0;0.001;0.022;0.077;0.073;0.103;0.099;0.063;0.07;0.072;0.054;0.078;0.071;0.06;0.074;0.095;0.092
CH1035501234500000000000000000859;1-1:1.29.0*255;KWH;17.08.2025;0.079;0.047;0.056;0.034;0.042;0.05;0.041;0.043;0.054;0.071;0.069;0.046;0.038;0.052;0.036;0.038;0.039;0.051;0.042;0.061;0.067;0.069;0.036;0.042;0.031;0.053;0.037;0.002;0;0;0;0;0;0;0.004;0;0.001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.001;0;0;0;0;0;0;0;0;0;0;0.069;0.175;0.398;0.073;0;0.007;0.007;0.045;0.052;0.064;0.079;0.088;0.093;0.079;0.068;0.051;0.045;0.05;0.044;0.036;0.042;0.075;0.073
CH1035501234500000000000000000859;1-1:1.29.0*255;KWH;18.08.2025;0.059;0.044;0.034;0.044;0.051;0.037;0.043;0.034;0.061;0.078;0.057;0.041;0.033;0.03;0.053;0.037;0.031;0.042;0.036;0.069;0.073;0.057;0.045;0.032;0.041;0.106;0.036;0.048;0.012;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.014;0.005;0;0.083;0.181;0.027;0.455;0.206;0.098;0.078;0.043;0.008;0.026;0.05;0.05;0.053;0.074;0.088;0.103;0.064;0.075;0.036;0.052;0.048;0.044;0.036;0.042;0.054
CH1035501234500000000000000000859;1-1:1.29.0*255;KWH;19.08.2025;0.076;0.058;0.053;0.042;0.037;0.053;0.031;0.039;0.039;0.041;0.065;0.066;0.066;0.054;0.037;0.054;0.045;0.041;0.034;0.039;0.046;0.053;0.06;0.057;0.062;0.082;0.101;0.017;0;0.017;0.001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.012;0.22;0.259;0.187;0.001;0.009;0.019;0.029;0.049;0.116;0.1;0.081;0.074;0.058;0.061;0.069;0.052;0.053;0.07;0.072;0.074;0.066;0.036;0.041;0.036;0.057;0.042
CH1035501234500000000000000000859;1-1:1.29.0*255;KWH;20.08.2025;0.037;0.057;0.065;0.067;0.061;0.03;0.039;0.036;0.04;0.052;0.037;0.065;0.06;0.061;0.049;0.046;0.034;0.041;0.035;0.043;0.05;0.067;0.059;0.055;0.035;0.098;0.055;0.06;0.075;0.079;0;0.001;0.002;0.205;0.002;0;0;0;0;0;0;0;0;0.184;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.051;0.112;0.02;0;0.001;0;0;0.004;0;0;0.079;0.111;0.029;0;0.078;0.065;0.102;0.07;0.058;0.051;0.055;0.057;0.077;0.053;0.099;0.081;0.079;0.071;0.051;0.039;0.045;0.039;0.051
CH1035501234500000000000000000859;1-1:1.29.0*255;KWH;21.08.2025;0.054;0.064;0.063;0.059;0.04;0.051;0.047;0.036;0.042;0.035;0.046;0.064;0.067;0.06;0.047;0.035;0.052;0.048;0.037;0.042;0.031;0.048;0.079;0.06;0.055;0.03;0.039;0.048;0.117;0.068;0.04;0.002;0.006;0.017;0;0.262;0;0;0.265;0;0;0;0;0.086;0.027;0;0.027;0;0;0;0;0.044;0.095;0.01;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.171;0.232;0.02;0.016;0.001;0.002;0.024;0.057;0.101;0.081;0.086;0.099;0.078;0.079;0.06;0.069;0.072;0.075;0.074;0.063;0.05;0.05;0.047;0.04
CH1035501234500000000000000000859;1-1:1.29.0*255;KWH;22.08.2025;0.038;0.044;0.041;0.074;0.063;0.06;0.04;0.033;0.056;0.046;0.037;0.038;0.038;0.071;0.071;0.058;0.038;0.033;0.041;0.049;0.049;0.034;0.039;0.069;0.057;0.108;0.103;0.201;0.061;0.052;0.001;0;0.295;0.001;0;0;0;0;0;0;0;0.005;0.01;0;0;0;0;0.061;0.002;0;0;0;0;0;0;0;0;0;0;0.002;0;0.038;0.005;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.027;0.048;0.049;0.069;0.053;0.064;0.066;0.136;0.08;0.094;0.089;0.074;0.055;0.067;0.055;0.065;0.081;0.06
CH1035501234500000000000000000859;1-1:1.29.0*255;KWH;23.08.2025;0.043;0.04;0.036;0.058;0.063;0.064;0.057;0.043;0.047;0.046;0.042;0.04;0.067;0.063;0.071;0.04;0.034;0.044;0.036;0.057;0.068;0.056;0.056;0.04;0.05;0.06;0.049;0.081;0;0.028;0;0;0;0;0;0;0;0.098;0.004;0;0.004;0.001;0;0.05;0.012;0.001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.011;0;0;0;0;0;0;0;0;0;0;0.008;0.051;0.049;0.032;0.038;0.035;0.055;0.071;0.047;0.065;0.06;0.043;0.08;0.06;0.039;0.051;0.054
CH1035501234500000000000000000859;1-1:1.29.0*255;KWH;24.08.2025;0.057;0.077;0.083;0.063;0.036;0.044;0.044;0.047;0.044;0.031;0.039;0.037;0.07;0.07;0.048;0.035;0.037;0.04;0.053;0.034;0.038;0.035;0.033;0.052;0.063;0.056;0.057;0.005;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.001;0.004;0;0;0.147;0.507;0.215;0;0;0;0.001;0.018;0.066;0.091;0.087;0.069;0.058;0.063;0.075;0.046;0.053;0.053;0.076;0.083;0.051;0.043;0.037;0.037
CH1035501234500000000000000000859;1-1:1.29.0*255;KWH;25.08.2025;0.039;0.052;0.045;0.035;0.048;0.064;0.066;0.051;0.031;0.031;0.037;0.032;0.051;0.04;0.038;0.044;0.063;0.064;0.062;0.037;0.041;0.037;0.031;0.049;0.05;0.082;0.067;0.023;0.024;0.008;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.003;0;0;0.001;0;0;0.038;0;0.001;0.018;0.046;0.055;0.073;0.09;0.086;0.091;0.062;0.032;0.043;0.037;0.045;0.057;0.042;0.069;0.059
CH1035501234500000000000000000859;1-1:1.29.0*255;KWH;26.08.2025;0.052;0.037;0.05;0.039;0.034;0.036;0.034;0.05;0.061;0.055;0.062;0.037;0.037;0.052;0.036;0.038;0.032;0.033;0.042;0.048;0.069;0.059;0.044;0.042;0.097;0.112;0.057;0.042;0.021;0.003;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.063;0.049;0.029;0.064;0.103;0.102;0.086;0.075;0.068;0.061;0.082;0.06;0.043;0.059;0.062;0.073;0.062;0.043;0.036
CH1035501234500000000000000000859;1-1:1.29.0*255;KWH;27.08.2025;0.038;0.039;0.048;0.051;0.06;0.065;0.058;0.041;0.052;0.039;0.043;0.037;0.041;0.052;0.074;0.065;0.047;0.043;0.031;0.056;0.046;0.037;0.04;0.048;0.072;0.123;0.078;0.082;0.047;0.024;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.031;0.004;0;0;0;0;0.11;0;0;0.242;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.111;0.021;0.008;0.166;0.162;0.079;0.073;0.195;0.066;0.073;0.054;0.08;0.079;0.078;0.074;0.069;0.04;0.039;0.037;0.042
CH1035501234500000000000000000859;1-1:1.29.0*255;KWH;28.08.2025;0.054;0.072;0.054;0.055;0.036;0.044;0.052;0.031;0.039;0.034;0.055;0.072;0.062;0.051;0.037;0.04;0.036;0.056;0.037;0.034;0.053;0.059;0.073;0.049;0.033;0.039;0.035;0.04;0.125;0.081;0.069;0.088;0.088;0.081;0.187;0.055;0;0.264;0.007;0.025;0.299;0.22;0.17;0.009;0;0;0.24;0.401;0.048;0;0;0;0;0.013;0;0;0;0;0;0;0;0;0;0;0.029;0;0;0;0.021;0.172;0.015;0;0;0;0;0;0;0;0.026;0.088;0.077;0.091;0.075;0.067;0.052;0.066;0.058;0.086;0.086;0.08;0.071;0.059;0.077;0.067;0.063;0.056
CH1035501234500000000000000000859;1-1:1.29.0*255;KWH;29.08.2025;0.061;0.069;0.096;0.078;0.051;0.04;0.04;0.046;0.053;0.034;0.037;0.036;0.062;0.082;0.052;0.038;0.037;0.037;0.045;0.048;0.038;0.037;0.042;0.067;0.061;0.054;0.039;0.084;0.022;0.005;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.009;0;0;0.11;0.014;0.053;0.056;0.092;0.049;0.052;0.064;0.074;0.071;0.074;0.072;0.063;0.04;0.064;0.057;0.053;0.044;0.039
CH1035501234500000000000000000859;1-1:1.29.0*255;KWH;30.08.2025;0.047;0.075;0.064;0.059;0.039;0.038;0.042;0.049;0.04;0.033;0.035;0.059;0.072;0.073;0.038;0.04;0.042;0.038;0.057;0.049;0.035;0.059;0.063;0.059;0.056;0.035;0.042;0.039;0.034;0.034;0.01;0.042;0.028;0.009;0.019;0.312;0;0.001;0.005;0.209;0.272;0.127;0.021;0;0;0;0;0;0;0;0;0;0;0;0;0.124;0;0;0.121;0.083;0;0;0;0;0;0;0;0.088;0.004;0;0;0;0;0;0;0;0.001;0;0.08;0;0.025;0.042;0.06;0.048;0.041;0.067;0.097;0.087;0.09;0.06;0.062;0.056;0.057;0.05;0.085;0.084
CH1035501234500000000000000000859;1-1:1.29.0*255;KWH;31.08.2025;0.089;0.06;0.053;0.055;0.053;0.036;0.037;0.036;0.046;0.073;0.065;0.044;0.035;0.04;0.036;0.044;0.052;0.036;0.035;0.046;0.056;0.069;0.041;0.032;0.044;0.037;0.036;0.045;0.009;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.001;0;0;0.013;0.009;0.013;0.206;0.047;0.067;0.064;0.08;0.08;0.072;0.087;0.092;0.085;0.066;0.057;0.036;0.043;0.057;0.051;0.063
